Ticker,Total Return,Total Return (EPS),Total Return (SPS),Total Return (FCFPS),Total Return (Composite)
SEZL,-14.98,-14.98,-14.98,-14.98,-14.98
SF,-1.84,30.81,-16.8,75.68,29.90
SFBS,-4.34,50.39,8.79,46.12,35.10
SFIX,-21.17,-268.02,-155.43,160.36,-87.70
SFL,27.26,50.01,54.91,74.13,59.68
SFM,-12.98,106.96,-77.13,48.99,26.27
SFNC,1.71,28.48,13.59,75.43,39.17
SFST,-29.84,60.58,15.48,29.16,35.07
SFTBY,140.57,0.48,0.48,0.48,0.48
SG,12.9,-229.89,193.49,155.16,39.59
SGA,104.77,47.96,-0.39,106.83,51.47
SGC,43.46,45.39,-29.78,93.08,36.23
SGHC,-1.25,-11.83,350.64,-256.18,27.54
SGHT,42.49,-82.19,189.27,-14.94,30.71
SGIOY,140.89,2.46,2.46,2.46,2.46
SGML,70.84,-35.5,65.08,74.96,34.85
SGMO,225.58,76.68,-82.3,66.8,20.39
SGMT,446.14,446.14,446.14,446.14,446.14
SGRY,52.17,-86.77,-34.58,159.83,12.83
SGSOY,22.64,3.54,3.54,3.54,3.54
SHAK,-0.63,-253.45,-26.06,109.31,-56.73
SHBI,-2.17,56,-4.14,70.89,40.92
SHC,32.5,58.92,226.95,102.21,129.36
SHCO,48.81,-49.1,91.02,82.29,41.40
SHEL,26.83,1.69,22.28,97.69,40.55
SHEN,93.18,13.1,143.3,95.7,84.03
SHG,39.25,4.02,4.02,4.02,4.02
SHIM,-0.33,-0.33,-0.33,-0.33,-0.33
SHIP,98.29,-213.8,109.36,70.6,-11.28
SHLS,43.15,33.36,-84.56,127.2,25.33
SHO,-1.8,42.44,31.69,94.16,56.10
SHOO,1.8,-10.64,-10.96,125.04,34.48
SHOP,5.04,166.33,-76.55,154.21,81.33
SHW,1.9,128.3,-1.9,-25.56,33.61
SHYF,20.54,53.45,22.15,59.91,45.17
SIBN,92.01,127.7,-32.02,1.87,32.52
SIEGY,18.35,2.57,2.57,2.57,2.57
SIFY,423.26,6.5,188.25,-344.93,-50.06
SIG,13.06,30.65,-22.53,100.81,36.31
SIGI,6.56,3.37,58.91,45.83,36.04
SII,30.64,2.75,2.75,2.75,2.75
SILA,15.28,6.58,6.58,6.58,6.58
SILV,24.66,24.66,24.66,24.66,24.66
SIMO,34.92,21.01,3.44,90.51,38.32
SIRI,6.31,-56.18,116.17,-5.7,18.10
SITC,27.11,36.4,46.38,96.76,59.85
SITE,-0.71,30.4,26.73,56.68,37.94
SITM,3.75,258.16,73.45,68.17,133.26
SJM,12.88,2.22,26.36,84.51,37.70
SJW,18.36,8.32,27.92,76.69,37.64
SKFRY,20.45,3.59,3.59,3.59,3.59
SKIL,201.61,201.61,201.61,201.61,201.61
SKIN,31.12,66.34,47.69,21.28,45.10
SKLZ,7.33,7.33,7.33,7.33,7.33
SKT,6.18,47.11,10.62,69.63,42.45
SKWD,-2.14,-2.14,-2.14,-2.14,-2.14
SKX,19.27,28.04,15.36,68.16,37.19
SKY,-14.22,-3,59.15,82.45,46.20
SKYE,330.84,330.84,330.84,330.84,330.84
SKYH,42.6,36.43,39.3,47.23,40.99
SKYT,45.63,-74.6,100.78,103.77,43.32
SKYW,3.4,33.59,163.32,68.51,88.47
SKYX,156.41,-52.68,197.14,-175.59,-10.38
SLAB,2.5,-111.69,-36.3,112.03,-11.99
SLB,33.1,29.29,17.77,82.32,43.13
SLDB,208.88,99.26,8.37,-182.73,-25.03
SLDP,76.99,-202.36,468.06,-507.22,-80.51
SLE,216.41,57.29,123.85,-84.95,32.06
SLF,14.64,3.87,3.87,3.87,3.87
SLG,1.49,29.25,34.31,88.67,50.74
SLGN,7.06,62.77,-3.14,44.52,34.72
SLI,191.1,191.1,191.1,191.1,191.10
SLM,3.85,61.25,272.03,66.11,133.13
SLND,31.15,35.37,14.48,85.31,45.05
SLNG,65.75,-201.63,37.02,92.36,-24.08
SLNO,41.71,97.01,-4.46,62.03,51.53
SLP,60.35,15.13,30.84,59.6,35.19
SLQT,55.71,568.74,144.39,78.68,263.94
SLRC,6.81,9.74,9.74,9.74,9.74
SLRN,155.81,155.81,155.81,155.81,155.81
SLS,408.47,98.55,1.63,-1.17,33.00
SLVM,4.2,-67.95,-10.65,174.48,31.96
SLXN,214.69,214.69,214.69,214.69,214.69
SM,16.39,29.65,20.24,92.8,47.56
SMAR,0.84,-170.44,-577.49,338.64,-136.43
SMBC,2.94,12.52,8.52,82.25,34.43
SMBK,2,63.93,25.96,84.25,58.05
SMCI,-18.55,39.29,44.08,67.44,50.27
SMFG,9.29,87.83,30.01,626.53,248.12
SMG,8.89,47.37,20.84,80.1,49.44
SMGZY,21.12,2.39,2.39,2.39,2.39
SMHI,90.06,-13.49,37.5,84.05,36.02
SMLR,-37.14,47.21,23.4,54.96,41.86
SMMT,56.05,10.33,319.82,-329.25,0.30
SMP,25.57,67.66,8.2,49.55,41.80
SMPL,0.76,-16.41,18.93,95.1,32.54
SMR,-19.58,12.87,134.45,-59.31,29.34
SMRT,5.26,355.91,-241.46,-95.22,6.41
SMTC,4.56,-56.23,40.5,74.46,19.58
SMTI,21.01,22.22,10627.07,-23001.93,-4117.55
SMWB,12.63,144.59,-130.3,48.45,20.91
SN,21.37,21.37,21.37,21.37,21.37
SNA,-2.9,77.28,16.77,15.1,36.38
SNAL,233.33,233.33,233.33,233.33,233.33
SNAP,1.09,-9.16,73.96,97.72,54.17
SNAX,354.49,-224.84,-76.19,374.41,24.46
SNBR,-24.01,42.59,33.12,48.82,41.51
SNCR,97.63,-413.62,-32.6,133.83,-104.13
SNCY,36.2,83.74,57.78,12.75,51.42
SND,21.46,49.71,111.19,92.03,84.31
SNDR,-6.29,-26.16,-2.92,125.42,32.11
SNDX,122.62,22.24,75.61,78.7,58.85
SNEX,6.82,78.89,-10.41,36.36,34.95
SNN,31.46,2.91,2.91,2.91,2.91
SNOW,5.15,130.28,-152.51,48.32,8.70
SNPS,12.94,72.96,23.07,10.47,35.50
SNPX,363.58,363.58,363.58,363.58,363.58
SNTI,40.06,175.08,-344.29,246.89,25.89
SNV,6.25,28.87,11.2,91.26,43.78
SNX,12.4,0.39,26.48,93.78,40.22
SNY,35.04,30.29,12.46,74.01,38.92
SO,11.09,44.09,20.16,60.95,41.73
SOC,31.83,31.83,31.83,31.83,31.83
SOFI,-30.73,89.13,-89.14,84.59,28.19
SOHO,65.78,-75.17,22.17,96.33,14.44
SOHU,28.82,-192.21,47.62,86.44,-19.38
SOL,195.57,1501.31,79.99,108.32,563.21
SOLV,4.73,4.73,4.73,4.73,4.73
SON,16.14,-7.23,1.58,115.38,36.58
SONO,5.71,46.49,21.99,79.61,49.36
SONVY,20.81,1.42,1.42,1.42,1.42
SONY,16.12,3.05,-21.62,111.63,31.02
SOPH,79.1,-165.97,247.67,20.77,34.16
SOTK,98.05,26.03,-0.56,83.56,36.34
SOUN,-9.91,335.87,-239.49,-23.91,24.16
SOWG,35.54,35.54,35.54,35.54,35.54
SPB,16.87,28.99,-61.82,130.54,32.57
SPCB,250.88,-36.75,3.67,108.54,25.15
SPCE,34.53,219.85,-149.17,-6.07,21.54
SPFI,2.84,61.76,-7.99,46.77,33.51
SPG,3.17,72.36,-9.98,56.15,39.51
SPGI,12.63,0.7,0.7,0.7,0.70
SPH,-8.51,7.62,45.47,76.78,43.29
SPHR,12.21,-25.69,5.76,102.1,27.39
SPIR,35.41,168.38,36.58,-170.83,11.38
SPKKY,11.04,11.75,11.75,11.75,11.75
SPNS,19.4,-5467.79,274.85,116.7,-1692.08
SPOK,-1.74,60.37,-44.44,144.56,53.50
SPOT,-4.47,76.6,60.26,51.61,62.82
SPPJY,-24.29,5,5,5,5.00
SPR,14.09,29.03,60.62,99.47,63.04
SPRB,364.68,238.01,-91.71,-238.21,-30.64
SPRO,331.03,-1.68,96.55,24.73,39.87
SPRY,91.04,73.58,44,57.76,58.45
SPSC,20,0.87,68.02,32.89,33.93
SPT,15.68,47.32,49.19,55.3,50.60
SPTN,25.03,8.03,19.51,98.21,41.92
SPWH,36.36,48.68,40.11,67.07,51.95
SPXC,-7.13,24.88,24.15,60.82,36.62
SQ,3,34.98,-0.21,92.96,42.58
SQM,33.07,-49.19,30.55,137.24,39.53
SQNS,118.66,23.42,2.19,84.01,36.54
SR,0.83,110,19.46,-4.94,41.51
SRAD,-6.46,5.03,-33.92,112.38,27.83
SRCE,1.95,31.53,11.91,66.84,36.76
SRDX,8.89,-36.1,38.96,92.44,31.77
SRE,5.94,46.69,44.65,24.79,38.71
SRFM,139.67,139.67,139.67,139.67,139.67
SRG,85.19,14.07,34.55,90.02,46.21
SRI,110.84,60.53,-28.93,102,44.53
SRPT,54.75,49.98,16.91,62.05,42.98
SRRK,16.81,110.08,-2.99,-27.56,26.51
SRTS,28.21,28.21,28.21,28.21,28.21
SRZN,188.31,24.67,3.23,-18.03,3.29
SSB,4.05,35.18,9.76,67.01,37.32
SSBK,2.07,-142.95,-14.97,253.13,31.74
SSD,5.97,49.42,-12.95,64.68,33.72
SSDOY,75.71,2.33,2.33,2.33,2.33
SSEZY,41.82,3.54,3.54,3.54,3.54
SSKN,435.12,107.59,-7.12,-461.27,-120.27
SSL,128.59,12.52,12.52,12.52,12.52
SSNC,13.43,-14.72,62.73,54.9,34.30
SSP,130.05,-16.42,-44.08,122.12,20.54
SSRM,13.66,92.49,97.12,119.13,102.91
SSSS,15.98,15.98,15.98,15.98,15.98
SST,426.32,-49.43,45.37,101.4,32.45
SSTI,45.63,11.17,-132.26,120.08,-0.34
SSTK,63.98,-8.73,90.74,30.88,37.63
SSUMY,39.12,3.74,3.74,3.74,3.74
SSYS,27.66,-80.19,43.87,108.77,24.15
ST,23.8,9.6,67.6,30.14,35.78
STAA,58.93,5.38,77.47,97.87,60.24
STAF,148.96,50.12,79.18,-68.17,20.38
STAG,13.57,40.42,2.11,92.4,44.98
STBA,-0.28,64.99,21.76,34.66,40.47
STC,9.16,11.42,17.66,91.44,40.17
STCB,331.03,331.03,331.03,331.03,331.03
STE,18.74,9.29,88.26,6.84,34.80
STEL,-4.28,58.51,38.49,41.75,46.25
STEM,73.06,31.58,89.93,-93.32,9.40
STEP,13.65,-20.6,41.01,76.89,32.43
STGW,5.72,22.91,11.97,93.26,42.71
STIM,160.87,165.25,-374.08,276.05,22.41
STKL,29.53,-312.05,48.02,95.37,-56.22
STKS,61.29,29.08,-44.82,122.72,35.66
STLA,49.33,62.53,70.87,108.58,80.66
STLD,1.09,22.07,-33.18,106.01,31.63
STM,29.39,1.38,1.38,1.38,1.38
STNG,57.72,407.96,-91.63,143.66,153.33
STOK,74.98,118.22,64.89,-230.36,-15.75
STR,21.92,54.62,164.9,95.89,105.14
STRA,22.97,64.56,23.46,25.33,37.78
STRL,-2.07,51.19,11.29,64.48,42.32
STRO,316.67,16.65,44.92,51.39,37.65
STRR,244.68,220.45,49.64,93.54,121.21
STRT,6.08,40.91,-8.95,80.27,37.41
STRW,23.43,4.58,4.58,4.58,4.58
STT,4.36,82.66,-13.06,26.58,32.06
STTK,6.19,677.12,-671.76,195.12,66.83
STWD,23.21,97.7,930.08,21.88,349.89
STX,31.84,5.27,10.14,94.73,36.71
STXS,102.7,5.18,47.5,62.88,38.52
STZ,26.77,16.97,54.71,42.92,38.20
SU,60.55,4.17,4.17,4.17,4.17
SUBCY,33.98,3.55,3.55,3.55,3.55
SUHJY,22.72,4.84,4.84,4.84,4.84
SUI,11.58,47.35,26.49,86.34,53.39
SUM,3.47,12.07,47.06,89.4,49.51
SUN,17.06,6.18,6.18,6.18,6.18
SUNS,31.99,11.63,11.63,11.63,11.63
SUP,158.62,143.62,-26.81,119.81,78.87
SUPN,5.32,43.45,-44.16,112.5,37.26
SURG,226.09,90.2,16.79,-2.18,34.94
SUZ,35.87,5.64,5.64,5.64,5.64
SVC,14.5,49.57,13.96,80.21,47.91
SVCO,88.26,88.26,88.26,88.26,88.26
SVM,84.82,38.19,14.82,74.99,42.67
SVRA,156.41,28.65,125.91,-161.18,-2.21
SVV,38.15,38.15,38.15,38.15,38.15
SW,12.07,3.41,3.41,3.41,3.41
SWBI,36.83,24.99,-13.44,96.61,36.05
SWGAY,118.41,4.02,4.02,4.02,4.02
SWI,-5.04,-64.59,-4.03,108.13,13.17
SWIM,-4.55,78.35,37.59,34.2,50.05
SWIN,101.7,101.7,101.7,101.7,101.70
SWK,17.01,48.44,12.03,64.12,41.53
SWKS,11.77,32.11,8.58,72.23,37.64
SWRAY,17.8,4.94,4.94,4.94,4.94
SWSSF,73.08,73.08,73.08,73.08,73.08
SWTX,48.06,233.67,-172.23,73.31,44.92
SWX,1.89,36.09,23.66,72.48,44.08
SXC,-0.96,-3.17,-39.78,120.63,25.89
SXI,6.31,61.81,33.85,8.79,34.82
SXT,12.93,75.01,9,26.55,36.85
SXTP,214.81,214.81,214.81,214.81,214.81
SYBT,-9.23,36.24,-3.5,68.2,33.65
SYBX,-28.57,-28.42,56.53,62.1,30.07
SYF,1.28,40.98,-13.66,74.57,33.96
SYIEY,16.33,1.09,1.09,1.09,1.09
SYK,4.12,32.09,12.72,58.95,34.59
SYM,37.25,0.74,50.61,94.6,48.65
SYNA,17.85,21.31,62.52,29.18,37.67
SYRA,335.31,335.31,335.31,335.31,335.31
SYRE,138.36,-27.58,111.5,20.47,34.80
SYRS,300.48,149.69,-29.99,-80.43,13.09
SYY,9.6,-19.53,12.4,113.29,35.39
T,5.99,24.03,-23.98,116.93,38.99
TACT,62.53,19.97,5.45,95.3,40.24
TAL,31.9,120.86,66.19,100.52,95.86
TALK,46.2,323.88,-393.41,71.68,0.72
TALO,45.32,-55.46,-34.53,117.47,9.16
TAP,3.7,44.99,47.02,34.21,42.07
TARS,34.92,59.59,-6.83,41.19,31.32
TASK,18.11,349.93,-20894.14,150.37,-6797.95
TBBK,7.49,38.87,34.52,64.62,46.00
TBI,27.39,36.47,17.09,80.3,44.62
TBLA,25.94,-4.25,77.97,29.8,34.51
TBN,136.04,136.04,136.04,136.04,136.04
TBNK,9.54,35.19,13.96,59.22,36.12
TBPH,11.79,172.55,-101.72,24.76,31.86
TBRG,-11.11,62.09,-8.41,77.5,43.73
TCBI,-5.74,21.15,1.81,79.96,34.31
TCBK,5.15,58.87,7.8,45.94,37.54
TCBX,-6.47,14.81,-25.09,97.66,29.13
TCMD,27.05,141.22,-306.98,132.9,-10.95
TCPC,12.55,14.62,14.62,14.62,14.62
TCRX,167.26,578.7,-149.78,-412.91,5.34
TCS,323.73,15.71,59.58,80.77,52.02
TD,60.95,5.22,5.22,5.22,5.22
TDC,-0.6,34.44,15.89,63.94,38.09
TDG,19.17,76.05,8.54,16.75,33.78
TDOC,-4.11,-135.52,-64.03,129.87,-23.23
TDS,32.89,-1.08,40.78,94.19,44.63
TDUP,44.51,-930.11,317.02,741.52,42.81
TDW,73.64,46.5,26.92,64.65,46.02
TDY,11.18,73.21,48.49,-22.07,33.21
TEAM,-4.98,32.83,99.96,-19.34,37.82
TECH,13.68,-14.5,37.06,78.72,33.76
TECK,59.21,24.01,-12.51,91.02,34.17
TECX,40.23,40.23,40.23,40.23,40.23
TEF,12.08,7.31,7.31,7.31,7.31
TEL,10.35,29.21,55.43,29.14,37.93
TELA,206.12,385.2,-270.96,-26.5,29.25
TELNY,21.46,7.59,7.59,7.59,7.59
TELO,148.98,148.98,148.98,148.98,148.98
TEM,-0.52,-0.52,-0.52,-0.52,-0.52
TEN,52.24,70.56,32,64.76,55.77
TENB,17.87,-2.89,-16.26,113.61,31.49
TENX,164.9,420.24,151.35,-135.47,145.37
TER,16.47,26.04,10.65,75.76,37.48
TERN,198.74,31.55,80.87,-150.01,-12.53
TEVA,31.2,66.65,47.06,58.79,57.50
TEX,8.19,26.73,3.67,89.92,40.11
TFC,7.81,28.9,3.1,95.78,42.59
TFII,9.18,119.36,-170.49,23.59,-9.18
TFIN,-26.29,11.71,11.36,86.45,36.51
TFPM,26.18,1.33,1.33,1.33,1.33
TFSL,14.67,33.8,3.04,87.22,41.35
TFX,30.93,44.76,86.11,-27.42,34.48
TGB,153.8,192.57,58.54,82.71,111.27
TGI,5.54,188.3,9.9,103.28,100.49
TGLS,5.02,-12.8,43.31,95.13,41.88
TGNA,15.87,58.05,27.47,72.68,52.73
TGT,8.99,104.3,-10.07,11.09,35.11
TGTX,28.78,54.5,49.59,134.24,79.44
TH,33.76,19.08,27.32,65.44,37.28
THC,28.48,6.2,20.15,92.61,39.65
THFF,-1.06,-19.57,9.55,125.79,38.59
THG,9.27,19.97,28.09,66.98,38.35
THO,0.89,-40.32,-41.23,178.11,32.19
THR,12.75,23.54,-2.48,82.75,34.60
THRD,70.71,70.71,70.71,70.71,70.71
THRM,57.31,-0.25,6.57,99.77,35.36
THRY,51.24,-19.31,27.73,86.21,31.54
THS,-6.84,123.01,2.38,99.88,75.09
THTX,301.81,-56.78,76.1,61.33,26.88
TIGR,25.61,-201.17,67.43,55.16,-26.19
TIL,310.6,183.45,-28.54,-398.51,-81.20
TILE,-0.95,47.67,-4.66,81.32,41.44
TITN,-2.02,35.58,-73.49,83.51,15.20
TIXT,14.5,77.39,-213.87,233.39,32.30
TJX,7.86,32.08,27.2,49.37,36.22
TKNO,-7.41,-320.79,-0.51,240.81,-26.83
TKO,1.07,1.07,1.07,1.07,1.07
TKOMY,23.58,2.37,2.37,2.37,2.37
TKR,13.83,54.55,31.84,33.05,39.81
TLF,35.93,40.82,-11.71,75,34.70
TLN,13.81,13.81,13.81,13.81,13.81
TLPH,354.55,61.66,3.04,66.99,43.90
TLRY,53.85,-152.36,129.32,86.71,21.22
TLS,51.06,-235.65,62.5,219.6,15.48
TLSI,161.9,160.06,-14.26,-63.1,27.57
TLSNY,-0.36,6.52,6.52,6.52,6.52
TLYS,23.87,27.86,2.93,88.51,39.77
TM,34.75,2.96,2.96,2.96,2.96
TMC,360.67,360.67,360.67,360.67,360.67
TMCI,-12.28,-334.4,164.36,238.57,22.84
TMDX,65.17,59.82,-22.21,113.63,50.41
TMHC,15.29,33.8,-34.39,90.22,29.88
TMICY,19.09,8.75,8.75,8.75,8.75
TMO,22.85,67.91,19.16,14.79,33.95
TMP,-4.69,35.97,-0.93,73.52,36.19
TMQ,110.47,673.91,-43.45,110.47,246.98
TMUS,3.54,44.24,-1525,90.84,-463.31
TNC,48.17,23.61,9.49,77.15,36.75
TNDM,66.32,203.72,-278.37,157.33,27.56
TNET,7.32,62.53,-3.99,47.12,35.22
TNGX,211.65,-13.95,17.16,91.56,31.59
TNK,56.17,20.68,1.13,97.87,39.89
TNL,4.08,4.9,23.49,85.5,37.96
TNON,263.64,263.64,263.64,263.64,263.64
TNYA,420.23,420.23,420.23,420.23,420.23
TOL,4.05,4.78,-21.38,110.34,31.25
TOMZ,395.68,90.73,23.46,56.52,56.90
TOST,-5.7,81.8,444.05,37.34,187.73
TOWN,6.66,2.72,2.72,2.72,2.72
TPB,3.58,25.19,19.23,62.46,35.63
TPC,46.41,50.42,13.65,91.96,52.01
TPG,-4.43,-53.04,59.9,79.25,28.70
TPH,15.42,-67.63,-7.96,161.84,28.75
TPIC,81.35,-319.55,-9.85,120.04,-69.79
TPR,-1.44,37.61,51.02,22.66,37.10
TPVG,5.04,14.46,14.46,14.46,14.46
TPX,11.17,5.57,35.97,66.91,36.15
TRAK,4.99,482.73,151.24,107.13,247.03
TRAW,15.83,140.92,-67.97,0.01,24.32
TRC,64.06,-61.86,11.07,112.15,20.45
TRDA,38.82,150.53,-19.13,118.68,83.36
TREE,74.32,84.07,73.52,33.54,63.71
TREX,2.44,75.67,0.58,26.8,34.35
TRGP,3,1.54,1.54,1.54,1.54
TRGP,3,901.59,-30.27,144.28,338.53
TRI,1.41,1.31,1.31,1.31,1.31
TRIN,25.71,-38.37,20.64,153.46,45.24
TRIP,20.14,30.01,24.79,68.39,41.06
TRMB,8.18,14.22,25.51,68.79,36.17
TRMK,5.49,53.96,-6.62,56.21,34.52
TRML,133.22,133.22,133.22,133.22,133.22
TRN,0.69,7.45,53.2,80.43,47.03
TRNO,18.85,29.6,15.14,77.68,40.81
TRNS,15.14,-12.62,71.84,36.06,31.76
TROW,-4.03,49.17,19.55,46.72,38.48
TROX,37.7,25.48,-4.24,102.87,41.37
TRP,23.5,4.89,4.89,4.89,4.89
TRS,29,17.07,69.09,38.37,41.51
TRTX,21.16,84.6,55.36,63.42,67.79
TRU,20.38,21.94,35.91,58.19,38.68
TRUP,4.34,-10.1,-10.96,109.33,29.42
TRV,3.28,16.13,-14.96,102.2,34.46
TRVG,-27.39,52.98,-123.14,126.89,18.91
TRVI,187.77,-345.64,451.64,187.77,97.92
TRX,327.72,-10.77,66,-33.36,7.29
TS,6.63,3.48,3.48,3.48,3.48
TSBX,476.92,476.92,476.92,476.92,476.92
TSCDY,5.43,3.37,3.37,3.37,3.37
TSCO,3.28,123.62,-2.39,-17.7,34.51
TSE,2.42,76.68,36.17,77.73,63.53
TSEM,22.57,-25.85,33.7,94.74,34.20
TSHA,168.2,8.13,2.44,67.3,25.96
TSLA,-31.99,-21.4,38.47,100.38,39.15
TSLX,14.83,9.74,9.74,9.74,9.74
TSM,22.1,1.43,1.43,1.43,1.43
TSN,2.81,41.67,22.13,60.8,41.53
TSNDF,159.07,159.07,159.07,159.07,159.07
TSQ,94.12,-30.55,-3.4,116.94,27.66
TSVT,111.64,88.75,14.93,-5.43,32.75
TT,-1.14,35.97,95.84,-25.66,35.38
TTC,17.47,115.96,5.33,-16.36,34.98
TTD,-2.63,31.35,12.7,66.11,36.72
TTE,39.05,5.88,5.88,5.88,5.88
TTEC,35.82,39.47,22.04,78.29,46.60
TTEK,18.62,57.86,-10.32,80.08,42.54
TTGT,44.33,0.63,119.08,-21.56,32.72
TTI,79.95,259.62,27.71,105.2,130.84
TTMI,6.17,35.45,10.51,82.67,42.88
TTNDY,12.82,1.87,1.87,1.87,1.87
TTWO,1.56,64.93,31.04,88.77,61.58
TU,15.89,7.4,7.4,7.4,7.40
TUYA,59.02,-698.33,267.99,576.92,48.86
TVGN,255.93,255.93,255.93,255.93,255.93
TVTX,29,-1.32,33.21,85.42,39.10
TW,9.76,46.83,-12.84,67.4,33.80
TWFG,-6.58,-6.58,-6.58,-6.58,-6.58
TWI,72.41,85.16,9.83,98.41,64.47
TWLO,-21.71,30.21,214.12,78.27,107.53
TWO,36.23,-109.96,2049.28,175.57,704.96
TWST,3.73,-71.84,108.49,76.47,37.71
TX,49.89,9.35,9.35,9.35,9.35
TXG,26.42,20.61,73.66,13.62,35.96
TXN,4.1,102.24,-21.9,25.34,35.23
TXNM,5.3,41.93,49.45,62.15,51.18
TXO,59.23,13.52,13.52,13.52,13.52
TXRH,3.22,35.26,14.24,55.94,35.15
TXT,17.49,53.68,2.07,51,35.58
TYGO,261.07,60.64,-128.61,157.46,29.83
TYL,8.37,-13.25,92.56,19.98,33.10
TYRA,99.87,99.87,99.87,99.87,99.87
TZOO,23.08,35.6,50.72,67.9,51.41
U,-5.93,-413.94,224.93,491.61,100.87
UAA,-1.77,-1.77,-1.77,-1.77,-1.77
UAL,4.4,-1.53,19.09,97.3,38.29
UBAB,10.25,1.74,1.74,1.74,1.74
UBCP,48.75,28.9,17.06,79,41.65
UBER,26.28,26.28,26.28,26.28,26.28
UBER,26.28,-140.74,1707.26,127.94,564.82
UBS,2.22,1.08,1.08,1.08,1.08
UBSFY,-8.71,-8.71,-8.71,-8.71,-8.71
UBSI,2.24,61.82,3.39,46.05,37.09
UCB,-1.69,86.85,27.02,88,67.29
UCTT,48.74,9.93,26.49,83.44,39.95
UDMY,30.18,-214.51,123.48,251.86,53.61
UDR,8.68,88.75,41.53,92.25,74.18
UE,8.55,18.56,-43.26,97.8,24.37
UEC,26.68,8.3,76.68,71.62,52.20
UEIC,14.38,49.07,-4.52,93.84,46.13
UFCS,-13.12,26.69,-7.06,103.57,41.07
UFI,113.9,202.09,1.3,105.12,102.84
UFPI,0.37,51.46,10.74,46.31,36.17
UFPT,27.24,84.26,20.4,-13.31,30.45
UGI,9,26.42,22.93,82.11,43.82
UGP,89.52,3.71,3.71,3.71,3.71
UGRO,226.39,-36.06,-122.92,191.72,10.91
UHAL,6.57,88.51,40.33,-3.52,41.77
UHS,18.45,84.14,3.91,14.31,34.12
UI,-12.45,59.66,12.41,32.9,34.99
UIS,-8.65,389.05,-9.13,102.69,160.87
UL,15.43,3.17,3.17,3.17,3.17
ULBI,79.95,-62.57,7039.13,108.14,2361.57
ULCC,12.07,69.22,-49.8,105.01,41.48
ULH,-14.85,2.83,-32.19,102.77,24.47
ULS,7.47,0.95,0.95,0.95,0.95
ULTA,1.19,-5.78,0.43,105.13,33.26
ULY,172.23,172.23,172.23,172.23,172.23
UMAC,-66.24,-66.24,-66.24,-66.24,-66.24
UMBF,4.41,13.41,2.68,87.5,34.53
UMC,15.4,6.67,6.67,6.67,6.67
UMH,19.01,16.13,20.42,95.94,44.16
UNCRY,40.26,5.05,5.05,5.05,5.05
UNF,-6.61,75.63,-20.42,43.54,32.92
UNFI,-16.3,93.71,-75.55,111.79,43.32
UNH,6.3,69.48,-4.02,36.9,34.12
UNIT,-3.8,20.11,66.38,79.91,55.47
UNM,-0.48,24.4,23.14,63.27,36.94
UNP,11.94,67.89,46,-7.35,35.51
UNTY,-3.82,42.64,2.77,60.79,35.40
UOVEY,21.03,4.76,4.76,4.76,4.76
UPB,156.93,156.93,156.93,156.93,156.93
UPBD,24.02,68.49,8.06,99.31,58.62
UPLD,-42.79,-140,15.04,161.67,12.24
UPS,20.5,22.6,9.56,85.23,39.13
UPST,-9.32,312.53,65.21,53.85,143.86
UPWK,3.51,95.09,64.5,80.9,80.16
URBN,-9.27,80.56,25.48,0.89,35.64
URG,109.3,102.99,-16.59,58.55,48.32
URGN,224.15,237.31,-149.03,-31.47,18.94
URI,-0.04,66.76,8.27,35.94,36.99
UROY,218.72,90.17,1.45,117.22,69.61
USAC,9.01,-27.29,68.31,112.54,51.19
USAS,140.96,140.96,140.96,140.96,140.96
USAU,89.54,174.2,-39.59,115.85,83.49
USB,5.52,86.27,5.14,21.17,37.53
USCB,-2.32,-65.27,-56.96,144.01,7.26
USEA,194.27,13.67,129.17,2.11,48.32
USEG,45.35,-10.15,95.99,98.68,61.51
USFD,6.22,19.12,11.72,77.01,35.95
USGO,90.48,90.48,90.48,90.48,90.48
USIO,322.54,124.81,-34.84,-22.69,22.43
USM,15.31,38.7,164.77,78.51,93.99
USNA,21.57,92.45,1.53,6.24,33.41
USPH,10.87,-24.28,43.26,85.93,34.97
UTHR,3.37,8.85,11.6,78.91,33.12
UTI,3.43,63.76,19.37,82.2,55.11
UTL,2.76,99.04,18.44,2.3,39.93
UTZ,23.39,1.37,1.37,1.37,1.37
UUUU,27.15,27.15,27.15,27.15,27.15
UVE,23.66,65.49,13.7,53.35,44.18
UVSP,-7.09,82.13,-13.2,35.79,34.91
UWMC,24.6,-4.48,33.26,101.02,43.27
V,4.9,61.91,7.77,33.1,34.26
VAC,9.56,14.7,42.17,66.5,41.12
VAL,32.29,32.29,32.29,32.29,32.29
VALE,60.73,158706.47,-90217.06,-68790.82,-100.47
VALN,362.72,362.72,362.72,362.72,362.72
VANI,290.07,218.82,-238.47,89.35,23.23
VBNK,-1.45,11.05,997.49,90.6,366.38
VBTX,7.56,41.93,4.92,62.47,36.44
VC,28.27,-15.88,40.47,90.63,38.41
VCEL,3.88,109.77,-15.67,10.37,34.82
VCISY,32.14,4.73,4.73,4.73,4.73
VCSA,-16.02,361.52,94.89,111.15,189.19
VCTR,2.1,6.66,164.65,-65.41,35.30
VCYT,0.78,39.62,-32.98,78.57,28.40
VECO,20.56,116.57,-37.85,108.03,62.25
VEEV,7.97,130.06,13.99,-45.51,32.85
